Row.names	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	AME	AOH	ms_level	05_EB3388_AOH_p_0.mzXML	06_EB3389_AOH_p_10.mzXML	07_EB3390_AOH_p_20.mzXML	08_EB3391_AOH_p_60.mzXML	16_EB3392_AME_p_0.mzXML	17_EB3393_AME_p_10.mzXML	18_EB3394_AME_p_20.mzXML	19_EB3395_AME_p_60.mzXML	row ID	annotation network number	best ion	identified by n=	partners	neutral M mass	correlation group ID	auto MS2 verify
FT574	376.317905753998	376.317380067241	376.318576235861	665.596	665.167	665.618	8	4	4	1	553276.485002998	472473.179309666	308267.926326389	851495.037377142	604709.667366278	343026.034478128	1046229.75161133	578751.903865629	574	104	[M+H-H2O]+	9	618;693;149;744;719;720;780;480	393.335071060765	40	NA
FT575	377.199068909326	377.199046444718	377.199091373933	600.6565	600.651	600.662	2	2	0	1	NA	2219.18407836914	NA	NA	7533.75998824637	78897.7992776693	191245.961425784	401379.240557816	575	38	[M+K]+	5	422;530;592;348	338.243628658634	18	NA
FT576	377.208513024124	377.208342662847	377.2086833854	642.3335	642.332	642.335	2	0	2	1	349759.112747763	360845.435170898	14984.495507089	1307.15408610025	NA	NA	NA	NA	576	120	[M+Na+K-H]+	8	425;43;495;496;498;268;143	316.275172810063	41	NA
FT577	377.229352302369	377.228455690142	377.229389870773	511.582	511.581	511.591	3	1	2	1	12162.1884585433	257380.960459677	555096.775642573	3396074.19957406	23983.9198655494	28081.0079956054	6351.46887689011	2682811.20029424	577	NA	NA	NA	NA	NA	41	NA
FT578	377.241115836838	377.240607539306	377.241803698534	712.5485	712.097	713.001	8	4	4	1	721065.64066406	631255.157082734	550654.773401989	626020.941015617	587334.782483313	470525.603864579	441257.872573444	461153.426106774	578	65	[M+H-CH2]+	3	611;636	390.270924204227	27	NA
FT579	377.26537204305	377.264943408341	377.265897958903	678.763	673.494	678.783	10	4	4	1	3132244.33788989	3051589.05553815	1617808.16791014	1546112.61410154	1340699.31720833	1138671.40580158	1168106.41917187	1204582.33867968	579	102	[M+Na]+	7	501;437;410;411;412;323	354.276832808294	40	NA
FT580	377.320560791743	377.320538009055	377.320750029429	686.22	686.218	686.23	3	3	0	1	7524.5288888889	5362.772	40419.8213333334	26277.672	270525.822099609	122167.202666667	381629.21633789	280578.767295136	580	NA	NA	NA	NA	NA	41	NA
FT581	377.325247484093	377.324997863093	377.325841363499	676.146	676.125	677.001	8	4	4	1	661684.794477343	704628.950791631	780671.538857134	637447.8921875	590271.892111819	592189.0225625	588369.309056389	596328.125974266	581	NA	NA	NA	NA	NA	40	NA
FT582	378.268860381262	378.268301415998	378.269193885104	678.765	673.504	678.783	9	4	4	1	695581.931575765	702626.201179683	329772.694510739	294430.822285715	250516.122857143	230410.496557617	225234.089165739	253989.384719724	582	NA	NA	NA	NA	NA	40	NA
FT583	379.224206539696	379.224027728817	379.224385350575	651.5495	651.548	651.551	2	0	2	1	266721.543243302	254983.443452154	NA	NA	NA	NA	NA	NA	583	NA	NA	NA	NA	NA	10	NA
FT584	379.280775418853	379.28026821949	379.281075930332	689.7385	689.728	689.753	8	4	4	1	4078440.87394867	5400170.12827836	5645052.03260629	4916055.77700859	3683835.08429402	3705003.10455325	3631680.720863	3324315.3243594	584	12	[M+Na+NH3]+	2	430	339.279473682527	7	NA
FT585	379.280746878246	379.280398145007	379.281128432424	694.556	694.131	694.577	8	4	4	1	12318623.6862502	10421484.2021937	9476667.32193116	10390171.8915795	9837391.63859366	7790345.35370013	7852703.65774993	8097764.94891867	585	25	[M+Na]+	4	509;568;426	356.292352302205	13	NA
FT586	380.28432332002	380.283773760925	380.284580115733	694.551	689.728	694.577	13	4	4	1	2863332.72139692	2436191.99853748	2229848.26901136	2407956.68571676	2240258.92487029	1785830.06978909	1751375.41095833	1856972.96074061	586	NA	NA	NA	NA	NA	13	NA
FT587	381.287248274514	381.286822944757	381.287434423315	694.5615	694.551	694.577	6	2	4	1	314494.028660156	251187.357601561	184497.563145836	231153.061505586	220762.400809147	168669.078010042	98664.3546354799	126416.794628719	587	NA	NA	NA	NA	NA	13	NA
FT588	381.295922336718	381.29561231822	381.296373820475	711.237	711.226	711.692	8	4	4	1	35428321.750793	28645286.7328997	22456827.421875	10812296.0638124	31844975.972489	20624813.9585625	14805873.7784373	6251115.70694008	588	1	[M+Na]+	3	521;441	358.307699940071	1	NA
FT589	381.296212438287	381.29589290457	381.296736334633	707.2855	706.844	707.304	8	4	4	1	3674178.25972615	3049222.6894336	2597496.94592189	1671815.73931095	3356730.1659844	2446277.09083333	2050284.92632812	1128396.00410242	589	52	[M+Na]+	2	827	358.308025424486	21	NA
FT590	382.299460872526	382.298941309737	382.299981965762	711.23	706.844	711.692	11	4	4	1	8332688.73722599	6726316.54315982	5260036.52685547	2524735.66580418	7364790.66919449	4839671.22028126	3426466.8161805	1411365.23069965	590	NA	NA	NA	NA	NA	1	NA
FT591	383.165726971801	383.165469974142	383.166295625724	692.8	692.357	692.82	3	2	1	1	163572.909062501	NA	52637.6331812498	8906.47386468502	158756.602943746	172440.863144529	4015.85973749998	50204.7963928416	591	NA	NA	NA	NA	NA	35	NA
FT592	383.216413330988	383.215836898374	383.216575103078	600.223	600.208	600.651	5	2	3	1	17084.5406867328	192410.056556915	276373.598201828	490796.793687145	20539.7217004745	NA	217668.686551343	429672.741246535	592	38	[M+2Na-H]+	5	422;530;575;348	338.243628658634	18	NA
FT593	383.302407085387	383.301931818536	383.3028513972	711.232	711.226	711.252	7	3	4	1	996567.099299453	806142.69731555	613891.925048828	273368.382234368	801054.068194432	517731.626947546	378453.503877777	111143.799837963	593	NA	NA	NA	NA	NA	1	NA
FT594	383.312179758184	383.311954051374	383.312558822463	701.5735	701.138	701.599	8	4	4	1	2335236.08977496	2423249.9674794	2415905.80917971	2341235.09956108	2648054.65704758	2845004.94015233	2509989.47304544	2447322.42222347	594	NA	NA	NA	NA	NA	41	NA
FT595	383.397920789017	383.397670487737	383.398560436508	727.9	727.892	728.353	5	4	1	1	152139.166816406	50774.4360390629	7375.09034179693	7609.30076099543	339664.964322921	313985.949315437	476226.806974215	388593.185618713	595	NA	NA	NA	NA	NA	2	NA
FT596	384.309953860372	384.309803513946	384.310044454368	558.536	558.525	559.42	3	3	0	1	NA	NA	NA	NA	98332.4377753216	299122.152322052	389271.740291548	467840.932424361	596	NA	NA	NA	NA	NA	41	NA
FT597	384.310577944607	384.310385062709	384.310770826505	564.246	563.801	564.691	2	0	2	1	35810.4077454532	194766.794030458	371369.904689781	496389.302318362	7589.54389361578	NA	1235.49339440919	NA	597	31	[M+Na]+	2	630	361.313571602007	16	NA
FT598	384.315525578462	384.315170090177	384.315925576264	701.5755	701.133	701.599	8	4	4	1	541962.133077145	509838.795809379	500655.143670104	507520.825004881	560105.185766335	568757.160791014	585499.967247589	524835.259988639	598	NA	NA	NA	NA	NA	41	NA
FT599	385.181488285778	385.181155841145	385.181733800504	700.267	699.817	700.282	8	4	4	1	365040.288351559	274040.561988848	266900.142259493	342152.110214287	325310.842325679	287395.46155357	252062.33542968	307873.655505583	599	130	[M+H-C5H8O4]+	9	758;759;139;788;782;102;102;434	516.225994542125	41	NA
FT600	385.234572212749	385.234501639862	385.234642785635	605.9325	605.921	605.944	2	0	2	1	30027.3423387098	403432.221445306	540566.222644537	654700.122290326	NA	NA	NA	NA	600	64	[M+H+HCOOH]+	4	421;531;350	338.242322169829	25	NA
FT601	385.291581584677	385.291117845667	385.292237517722	667.365	667.344	667.812	8	4	4	1	440441.756487503	490518.422083595	635855.171063147	655362.208409363	539283.974445317	616405.170849621	655378.348021863	690597.442723711	601	103	[M+Na]+	5	543;624;470;460	362.299008160661	40	NA
FT602	386.325601176579	386.32537136341	386.325716525009	577.41	576.956	578.708	4	4	0	1	NA	NA	NA	NA	513915.149495186	769372.658416622	787227.518713536	998041.226001303	602	126	[M+H-COCH2]+	13	658;689;690;704;712;732;383;638;639;603;212;213	427.343196641239	41	NA
FT603	386.326378441977	386.326116707427	386.32662710031	583.545	582.234	585.286	4	0	4	1	431566.310009375	625176.129058594	771528.543501948	957612.459839159	4459.54431789901	2993.74154369421	3126.51445896346	NA	603	126	[M+H-COCH2]+	13	658;689;690;704;712;732;383;638;639;602;212;213	427.343196641239	41	NA
FT604	387.249738668374	387.248978623679	387.250230872114	616.8975	616.442	616.908	8	4	4	1	898229.411827414	1863401.86823751	2282466.22117502	3468773.93037657	704607.954224987	1280655.67740768	1780087.2053422	3239571.71639063	604	NA	NA	NA	NA	NA	41	NA
FT605	387.32110931603	387.32080078125	387.321642625928	603.951	603.284	604.597	8	4	4	1	546310.608366487	562100.174031841	613592.657233069	626385.008557995	542721.768354491	593075.206661936	553997.367576498	533089.377797579	605	NA	NA	NA	NA	NA	25	NA
FT606	388.253134778013	388.252389140433	388.253314525774	616.8985	616.887	616.908	6	3	3	1	1647.51964276334	422514.64282726	546365.075164067	781728.812107033	118287.922946087	232352.226010042	427753.622125359	761551.696163674	606	NA	NA	NA	NA	NA	41	NA
FT607	388.254331784434	388.253615109931	388.254554452863	260.141	254.421	261.026	9	3	4	1	1160689.15838607	428372.270976561	1324540.57903359	1247543.25257099	7715.0593038737	782672.78767578	377327.613392415	956596.087714284	607	NA	NA	NA	NA	NA	72	NA
FT608	388.340964485596	388.340921543819	388.341007427373	597.367	597.151	597.583	2	2	0	1	NA	NA	NA	NA	34428.8454335937	27902.5472885237	252190.31915625	339779.015590906	608	NA	NA	NA	NA	NA	41	NA
FT609	388.353776528245	388.353272033524	388.354328546083	737.1235	737.107	737.14	8	4	4	1	1085243.75696016	693903.252617897	566550.856091609	503719.685871882	1056732.76724061	760231.519201568	654003.515631255	748498.545622155	609	NA	NA	NA	NA	NA	41	NA
FT610	389.265213162305	389.264615801413	389.265694705178	634.8915	634.882	634.901	4	2	2	1	9769.36041973665	44236.052442147	336206.636428822	1253716.73627025	171255.614594996	216351.07457434	345889.717396305	779701.228957823	610	NA	NA	NA	NA	NA	41	NA
FT611	391.282581372486	391.282022386033	391.283086638404	712.7685	712.543	712.999	8	4	4	1	806963.042152789	798697.961546891	671589.391617189	642507.911109378	652949.773633244	677305.638033404	642857.803816407	634498.393896687	611	65	[M+H]+	3	636;578	390.270924204227	27	NA
FT612	391.340805551439	391.340407909424	391.341261282048	686.6755	686.66	687.097	8	4	4	1	735540.38257932	693852.121499344	704169.905142858	619165.228842785	673897.908818182	625054.654072264	621311.115428572	539659.201584519	612	NA	NA	NA	NA	NA	41	NA
FT613	393.171758928246	393.171134646315	393.171962475941	600.232	600.222	600.662	3	1	2	1	4729.02130202724	340648.92440834	295339.452274745	536171.572457386	34452.276999091	33264.729916361	9850.61305335741	416627.867943753	613	NA	NA	NA	NA	NA	18	NA
FT614	393.296222550067	393.295737878549	393.296570052982	714.741	714.727	714.756	8	4	4	1	8649432.61766445	7386819.48122755	5911382.23916475	4670687.46996995	4802229.15068751	4513793.15815745	5046219.81029261	4526476.68790632	614	94	[M+Na]+	3	564;487	370.307519597684	38	NA
FT615	393.295648993324	393.295509871762	393.296269453043	729.676	727.911	730.109	5	4	1	1	NA	59285.6450269401	NA	765811.064397317	1020031.62780001	733935.130617201	648205.939543759	665574.520307814	615	NA	NA	NA	NA	NA	41	NA
FT616	393.308297280667	393.30819527005	393.308452162837	631.365	631.361	631.388	3	0	3	1	298066.435595917	280287.298872393	237139.891711431	22114.8871361606	NA	NA	NA	NA	616	NA	NA	NA	NA	NA	41	NA
FT617	394.299691749993	394.299072582505	394.300000637783	714.748	714.728	715.166	8	4	4	1	1793489.29219978	1735246.4314541	1436743.04106864	1033266.0224707	1123843.12640265	1064324.67262988	1179184.07470722	1077553.66045077	617	NA	NA	NA	NA	NA	38	NA
FT618	394.351795932872	394.351397676096	394.35248695317	676.5725	673.488	677.461	8	4	4	1	382712.742982155	1017088.97533984	982735.408857675	887863.264606245	854488.066375981	834167.295363292	767504.464893661	788427.99987558	618	104	[M+H]+	9	693;149;744;719;720;780;574;480	393.335071060765	40	NA
FT619	397.327059362167	397.326656760593	397.327657537204	712.5505	712.534	712.564	8	4	4	1	413245.787793405	418996.581972221	403659.397031251	408015.409687502	483258.878697663	465892.280309023	471919.208221091	387720.347670141	619	66	[M+H]+	2	671	396.320847897969	27	NA
FT620	399.270834088109	399.27069209075	399.270844357611	695.893	694.993	696.77	3	0	3	1	205899.83156817	419294.631812501	408100.319428977	549580.201266119	183731.628559245	225345.623242187	153302.884347005	145983.194549804	620	NA	NA	NA	NA	NA	41	NA
FT621	399.307142326735	399.306810544167	399.307586909461	676.792	676.147	677.444	8	4	4	1	2296761.74118013	2285714.68002695	2952641.68211114	2739608.019804	2872821.83142857	3070493.5020004	3013365.93642188	3187460.94764678	621	NA	NA	NA	NA	NA	40	NA
FT622	400.310388624763	400.310179464004	400.31093499685	676.794	673.512	677.025	6	4	2	1	NA	46454.1783347631	659306.830876735	582200.555591546	616761.493132594	701102.61307184	654038.21159352	709568.288960502	622	NA	NA	NA	NA	NA	40	NA
FT623	401.197506558864	401.1972106365	401.197992887043	651.125	651.115	651.134	4	2	2	1	NA	9202.65138650949	331088.309755368	725413.05326527	NA	158771.94072397	256395.588910154	589802.274786221	623	NA	NA	NA	NA	NA	10	NA
FT624	401.265167691408	401.264916358844	401.265696607779	676.998	672.613	677.444	11	4	3	1	304213.859723766	308772.353458327	313829.840106453	NA	361564.952088376	266482.922198724	267851.298037948	304106.31430664	624	103	[M+K]+	5	543;601;470;460	362.299008160661	40	NA
FT625	401.340089989898	401.339505222762	401.340529683117	715.187	715.176	715.194	4	2	2	1	7903.55779635064	48584.8120903326	314055.392089848	867105.592351569	80548.0846602444	30813.1792460941	233554.452805668	885963.598728748	625	78	[M+H]+	3	652;837	400.327991891344	33	NA
FT626	405.260114533777	405.259939731372	405.260250978014	630.499	630.05	630.511	4	4	0	1	NA	NA	2158.68516549248	NA	501042.747020833	394467.394940628	227783.931428572	229607.772	626	121	[M+K+HCOOH]+	7	41;452;518;546;523;293	320.297898707914	41	NA
FT627	405.35615211497	405.355814943058	405.356517447486	697.195	697.184	697.21	8	4	4	1	658441.828449214	707767.512812196	604737.216147724	564020.596136722	719873.471674149	628237.66379036	594749.841455885	466327.440485157	627	73	[M+H]+	2	656	404.348793076428	31	NA
FT628	408.30708291435	408.306844631355	408.307636141088	698.9605	698.939	703.79	10	3	4	1	848923.521306873	785916.327532819	511928.706945301	583347.496831587	1431105.15755393	841808.288985944	1623524.16569863	341612.063000487	628	NA	NA	NA	NA	NA	41	NA
